Unnamed: 0,created_at,user_id,username,tweet,place,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
666,1/8/2021,1.29e+18,nichola50506128,@LA_isOfficial 15/16 covid19,,London,covid,['covid'],['covid'],covid,"[('covid', 'n')]",  covid,0.0,0.0,0.0,0,0,0
683,1/8/2021,2212479606.0,catalinmu,"Covid isn't spread by people going to AONBs for exercise, it's spread indoors, in workplaces.  Shut them down.",,London,covid not spread people going aonbs for exercise spread indoors workplaces shut them down,"['covid', 'not', 'spread', 'people', 'going', 'aonbs', 'for', 'exercise', 'spread', 'indoors', 'workplaces', 'shut', 'them', 'down']","['covid', 'not', 'spread', 'people', 'going', 'aonbs', 'for', 'exercise', 'spread', 'indoors', 'workplace', 'shut', 'them', 'down']",covid not spread people going aonbs for exercise spread indoors workplace shut them down,"[('covid', None), ('not', None), ('spread', 'v'), ('people', 'n'), ('going', 'v'), ('aonbs', 'n'), ('for', None), ('exercise', 'n'), ('spread', 'v'), ('indoors', 'n'), ('workplaces', 'n'), ('shut', 'v'), ('them', None), ('down', None)]",  covid not spread people go aonbs for exercise spread indoors workplace shut them down,0.0,0.0,-0.155555556,-1,0,0
684,1/8/2021,3023249458.0,peckham65grant,@hendopolis @shiremoorpotter So many games getting called off due to Covid in the EFL and premiership it’s obvious that sooner or later all games will cease,,London,many games getting called off due covid efl premiership obvious that sooner later all games will cease,"['many', 'games', 'getting', 'called', 'off', 'due', 'covid', 'efl', 'premiership', 'obvious', 'that', 'sooner', 'later', 'all', 'games', 'will', 'cease']","['many', 'game', 'getting', 'called', 'off', 'due', 'covid', 'efl', 'premiership', 'obvious', 'that', 'sooner', 'later', 'all', 'game', 'will', 'cease']",many game getting called off due covid efl premiership obvious that sooner later all game will cease,"[('many', 'a'), ('games', 'n'), ('getting', None), ('called', 'v'), ('off', None), ('due', 'a'), ('covid', 'a'), ('efl', None), ('premiership', 'n'), ('obvious', 'a'), ('that', None), ('sooner', 'r'), ('later', 'r'), ('all', None), ('games', 'n'), ('will', None), ('cease', 'v')]",  many game getting call off due covid efl premiership obvious that sooner later all game will cease,0.75,0.0,-0.070833333,-1,1,0
685,1/8/2021,56656164.0,coleb86,One in 20 people have Covid in London. It was one in 30 yesterday.,,London,one people have covid london was one yesterday,"['one', 'people', 'have', 'covid', 'london', 'was', 'one', 'yesterday']","['one', 'people', 'have', 'covid', 'london', 'wa', 'one', 'yesterday']",one people have covid london wa one yesterday,"[('one', None), ('people', 'n'), ('have', 'v'), ('covid', 'a'), ('london', None), ('was', None), ('one', None), ('yesterday', 'n')]",  one people have covid london was one yesterday,0.25,0.0,0.0,0,1,0
694,1/8/2021,1601446747.0,sl_leigh,@FollowBIOS I’m done! Second jab today. #COVID19 #verygrateful,,London,done second jab today covid verygrateful,"['done', 'second', 'jab', 'today', 'covid', 'verygrateful']","['done', 'second', 'jab', 'today', 'covid', 'verygrateful']",done second jab today covid verygrateful,"[('done', 'v'), ('second', 'a'), ('jab', 'n'), ('today', 'n'), ('covid', 'a'), ('verygrateful', 'a')]",  do second jab today covid verygrateful,0.375,0.0,0.0,0,1,0
695,1/8/2021,1.17e+18,n2nmas,1 in 30 Londoners have covid!  https://t.co/Xck2htmOr6,,London,londoners have covid,"['londoners', 'have', 'covid']","['londoner', 'have', 'covid']",londoner have covid,"[('londoners', 'n'), ('have', None), ('covid', 'a')]",  londoner have covid,0.125,0.0,0.0,0,1,0
696,1/8/2021,486896531.0,flowergirl_lon,"@PaulineCastres Me too, I’ve volunteered to start a COVID prevention antibody trial at UCLH with Astra Zenica next week for immunosuppressed people who may not respond fully to the vaccines. This better not go wrong or I’ll be finished if there’s no capacity to save me 👀😳 🤞🏻🤞🏻🤞🏻",,London,too have volunteered start covid prevention antibody trial uclh with astra zenica next week for immunosuppressed people who may not respond fuly vaccines this better not wrong finished there no capacity save eyes flushed face crosed fingers light skin tone crosed fingers light skin tone crosed fingers light skin tone,"['too', 'have', 'volunteered', 'start', 'covid', 'prevention', 'antibody', 'trial', 'uclh', 'with', 'astra', 'zenica', 'next', 'week', 'for', 'immunosuppressed', 'people', 'who', 'may', 'not', 'respond', 'fuly', 'vaccines', 'this', 'better', 'not', 'wrong', 'finished', 'there', 'no', 'capacity', 'save', 'eyes', 'flushed', 'face', 'crosed', 'fingers', 'light', 'skin', 'tone', 'crosed', 'fingers', 'light', 'skin', 'tone', 'crosed', 'fingers', 'light', 'skin', 'tone']","['too', 'have', 'volunteered', 'start', 'covid', 'prevention', 'antibody', 'trial', 'uclh', 'with', 'astra', 'zenica', 'next', 'week', 'for', 'immunosuppressed', 'people', 'who', 'may', 'not', 'respond', 'fuly', 'vaccine', 'this', 'better', 'not', 'wrong', 'finished', 'there', 'no', 'capacity', 'save', 'eye', 'flushed', 'face', 'crosed', 'finger', 'light', 'skin', 'tone', 'crosed', 'finger', 'light', 'skin', 'tone', 'crosed', 'finger', 'light', 'skin', 'tone']",too have volunteered start covid prevention antibody trial uclh with astra zenica next week for immunosuppressed people who may not respond fuly vaccine this better not wrong finished there no capacity save eye flushed face crosed finger light skin tone crosed finger light skin tone crosed finger light skin tone,"[('too', 'r'), ('have', None), ('volunteered', 'v'), ('start', 'v'), ('covid', 'a'), ('prevention', 'n'), ('antibody', 'n'), ('trial', 'n'), ('uclh', 'r'), ('with', None), ('astra', None), ('zenica', None), ('next', 'a'), ('week', 'n'), ('for', None), ('immunosuppressed', 'a'), ('people', 'n'), ('who', None), ('may', None), ('not', None), ('respond', 'v'), ('fuly', 'a'), ('vaccines', 'n'), ('this', None), ('better', 'r'), ('not', None), ('wrong', 'a'), ('finished', 'v'), ('there', 'r'), ('no', None), ('capacity', 'n'), ('save', 'v'), ('eyes', 'n'), ('flushed', 'a'), ('face', 'n'), ('crosed', 'v'), ('fingers', 'n'), ('light', 'a'), ('skin', 'n'), ('tone', 'n'), ('crosed', 'v'), ('fingers', 'n'), ('light', None), ('skin', 'n'), ('tone', 'n'), ('crosed', 'v'), ('fingers', 'n'), ('light', 'v'), ('skin', 'n'), ('tone', 'n')]",  too have volunteer start covid prevention antibody trial uclh with astra zenica next week for immunosuppressed people who may not respond fuly vaccine this well not wrong finish there no capacity save eye flushed face crosed finger light skin tone crosed finger light skin tone crosed finger light skin tone,0.875,0.0261,0.29,1,1,0
699,1/8/2021,804715496.0,kev_fat_bloke,@karlhess Was it listed as covid?,,London,was listed covid,"['was', 'listed', 'covid']","['wa', 'listed', 'covid']",wa listed covid,"[('was', None), ('listed', 'v'), ('covid', 'n')]",  was list covid,0.0,0.0,0.0,0,0,0
703,1/8/2021,7.07e+17,sid_sollis,You can guarantee if Liverpool had the Covid cases that the game would have been postponed,,London,you can guarantee liverpool had covid cases that game would have been postponed,"['you', 'can', 'guarantee', 'liverpool', 'had', 'covid', 'cases', 'that', 'game', 'would', 'have', 'been', 'postponed']","['you', 'can', 'guarantee', 'liverpool', 'had', 'covid', 'case', 'that', 'game', 'would', 'have', 'been', 'postponed']",you can guarantee liverpool had covid case that game would have been postponed,"[('you', None), ('can', None), ('guarantee', 'v'), ('liverpool', None), ('had', 'v'), ('covid', 'a'), ('cases', 'n'), ('that', None), ('game', 'n'), ('would', None), ('have', None), ('been', None), ('postponed', 'v')]",  you can guarantee liverpool have covid case that game would have been postpone,0.25,0.0258,-0.4,-1,1,0
708,1/8/2021,8.33e+17,loukiyaa,Style is a reflection of your attitude #pandemic #saree #SareeTwitter  #mask #facemas #wesdingsaree  #indianwedding #indianwear #sangeet #sareefashion #Indian #Tamil #bridalsaree #silksaree #sareeblouse #COVID19 #coronavirus #COVID  https://t.co/IH7RaX2mZ3,,London,style reflection your attitude pandemic saree saretwiter mask facemas wesdingsare indianweding indianwear sanget sarefashion indian tamil bridalsare silksare sareblouse covid coronavirus covid,"['style', 'reflection', 'your', 'attitude', 'pandemic', 'saree', 'saretwiter', 'mask', 'facemas', 'wesdingsare', 'indianweding', 'indianwear', 'sanget', 'sarefashion', 'indian', 'tamil', 'bridalsare', 'silksare', 'sareblouse', 'covid', 'coronavirus', 'covid']","['style', 'reflection', 'your', 'attitude', 'pandemic', 'saree', 'saretwiter', 'mask', 'facemas', 'wesdingsare', 'indianweding', 'indianwear', 'sanget', 'sarefashion', 'indian', 'tamil', 'bridalsare', 'silksare', 'sareblouse', 'covid', 'coronavirus', 'covid']",style reflection your attitude pandemic saree saretwiter mask facemas wesdingsare indianweding indianwear sanget sarefashion indian tamil bridalsare silksare sareblouse covid coronavirus covid,"[('style', 'n'), ('reflection', 'n'), ('your', None), ('attitude', 'n'), ('pandemic', 'a'), ('saree', 'n'), ('saretwiter', 'n'), ('mask', 'n'), ('facemas', None), ('wesdingsare', None), ('indianweding', 'v'), ('indianwear', None), ('sanget', None), ('sarefashion', None), ('indian', None), ('tamil', None), ('bridalsare', None), ('silksare', None), ('sareblouse', 'v'), ('covid', 'a'), ('coronavirus', 'n'), ('covid', 'n')]",  style reflection your attitude pandemic saree saretwiter mask facemas wesdingsare indianweding indianwear sanget sarefashion indian tamil bridalsare silksare sareblouse covid coronavirus covid,0.125,0.0,0.0,0,1,0
716,1/8/2021,17967441.0,timaras,Covid PCR tests 0/3 so far.,,London,covid pcr tests far,"['covid', 'pcr', 'tests', 'far']","['covid', 'pcr', 'test', 'far']",covid pcr test far,"[('covid', 'a'), ('pcr', None), ('tests', 'n'), ('far', 'r')]",  covid pcr test far,0.125,0.0,0.1,1,1,0
719,1/8/2021,27847155.0,musicnewsweb, https://t.co/cGbkkwFHAS Lil Nas X's collaboration with Miley Cyrus put on hold due to Covid-19 pandemic  https://t.co/mEykAvgoQO  https://t.co/kMuqeV1J1p,"{'type': 'Point', 'coordinates': [51.57558519, -0.10226432]}",London,lil nas collaboration with miley cyrus put hold due covid pandemic,"['lil', 'nas', 'collaboration', 'with', 'miley', 'cyrus', 'put', 'hold', 'due', 'covid', 'pandemic']","['lil', 'na', 'collaboration', 'with', 'miley', 'cyrus', 'put', 'hold', 'due', 'covid', 'pandemic']",lil na collaboration with miley cyrus put hold due covid pandemic,"[('lil', 'n'), ('nas', None), ('collaboration', 'n'), ('with', None), ('miley', None), ('cyrus', None), ('put', 'v'), ('hold', 'v'), ('due', 'a'), ('covid', 'a'), ('pandemic', 'a')]",  lil nas collaboration with miley cyrus put hold due covid pandemic,0.0,0.0,-0.125,-1,0,0
722,1/8/2021,136396429.0,hillgolfacademy,Sobering thought ........ #covid #StayHome #citizens cause lockdown not governments!!!  https://t.co/BwdtJpJi8Q,,London,sobering thought covid stayhome citizens cause lockdown not governments,"['sobering', 'thought', 'covid', 'stayhome', 'citizens', 'cause', 'lockdown', 'not', 'governments']","['sobering', 'thought', 'covid', 'stayhome', 'citizen', 'cause', 'lockdown', 'not', 'government']",sobering thought covid stayhome citizen cause lockdown not government,"[('sobering', 'v'), ('thought', 'v'), ('covid', 'a'), ('stayhome', 'a'), ('citizens', 'n'), ('cause', 'v'), ('lockdown', 'n'), ('not', None), ('governments', 'n')]",  sober think covid stayhome citizen cause lockdown not government,-0.375,0.0,0.1,1,-1,0
725,1/8/2021,2458033142.0,redmonkk1,"Petition: Prioritise teachers, school and childcare staff for Covid-19 vaccination  https://t.co/UIHZgDy3Oq",,London,petition prioritise teachers school childcare staff for covid vaccination,"['petition', 'prioritise', 'teachers', 'school', 'childcare', 'staff', 'for', 'covid', 'vaccination']","['petition', 'prioritise', 'teacher', 'school', 'childcare', 'staff', 'for', 'covid', 'vaccination']",petition prioritise teacher school childcare staff for covid vaccination,"[('petition', 'n'), ('prioritise', 'a'), ('teachers', 'n'), ('school', 'n'), ('childcare', 'n'), ('staff', 'n'), ('for', None), ('covid', 'a'), ('vaccination', 'n')]",  petition prioritise teacher school childcare staff for covid vaccination,0.125,0.0,0.0,0,1,0
731,1/8/2021,231763336.0,mazza6069,"@itsmymatepaddy It is...Christmas present from one of the staff..smooth, dry and fruity  Like me  Recovered ! Lucky escape from #COVID19  It was a bit shitty though Wouldn't wish it on anyone",,London,christmas present from one staff smooth dry fruity like recovered lucky escape from covid was bit shitty though would not wish anyone,"['christmas', 'present', 'from', 'one', 'staff', 'smooth', 'dry', 'fruity', 'like', 'recovered', 'lucky', 'escape', 'from', 'covid', 'was', 'bit', 'shitty', 'though', 'would', 'not', 'wish', 'anyone']","['christmas', 'present', 'from', 'one', 'staff', 'smooth', 'dry', 'fruity', 'like', 'recovered', 'lucky', 'escape', 'from', 'covid', 'wa', 'bit', 'shitty', 'though', 'would', 'not', 'wish', 'anyone']",christmas present from one staff smooth dry fruity like recovered lucky escape from covid wa bit shitty though would not wish anyone,"[('christmas', None), ('present', 'r'), ('from', None), ('one', None), ('staff', 'n'), ('smooth', 'a'), ('dry', 'a'), ('fruity', 'n'), ('like', None), ('recovered', 'v'), ('lucky', 'a'), ('escape', 'n'), ('from', None), ('covid', 'a'), ('was', None), ('bit', 'n'), ('shitty', 'a'), ('though', 'r'), ('would', None), ('not', None), ('wish', 'v'), ('anyone', None)]",  christmas present from one staff smooth dry fruity like recover lucky escape from covid was bit shitty though would not wish anyone,-0.375,0.0366,0.166666667,1,-1,0
740,1/8/2021,83906314.0,poetential,"David @friedberg's COVID-19 vacinne rollout strategy- ""We need to go win the war"".   https://t.co/X8XzFrJact",,London,david covid vacine rolout strategy need win war,"['david', 'covid', 'vacine', 'rolout', 'strategy', 'need', 'win', 'war']","['david', 'covid', 'vacine', 'rolout', 'strategy', 'need', 'win', 'war']",david covid vacine rolout strategy need win war,"[('david', None), ('covid', None), ('vacine', None), ('rolout', 'n'), ('strategy', 'n'), ('need', None), ('win', 'v'), ('war', 'n')]",  david covid vacine rolout strategy need win war,0.25,-0.0258,0.8,1,1,0
754,1/8/2021,394662979.0,darranpearce,Concord v Hampton off now due to covid. So down to the 4 bets plus Chorley in the fa cup,,London,concord hampton off now due covid down bets plus chorley cup,"['concord', 'hampton', 'off', 'now', 'due', 'covid', 'down', 'bets', 'plus', 'chorley', 'cup']","['concord', 'hampton', 'off', 'now', 'due', 'covid', 'down', 'bet', 'plus', 'chorley', 'cup']",concord hampton off now due covid down bet plus chorley cup,"[('concord', None), ('hampton', None), ('off', 'r'), ('now', 'r'), ('due', 'a'), ('covid', 'a'), ('down', None), ('bets', 'n'), ('plus', None), ('chorley', None), ('cup', 'n')]",  concord hampton off now due covid down bet plus chorley cup,0.0,0.0,-0.140277778,-1,0,0
762,1/8/2021,128046623.0,peanutty8,1 in 30 Londoners have Covid ain't a lie,,London,londoners have covid not lie,"['londoners', 'have', 'covid', 'not', 'lie']","['londoner', 'have', 'covid', 'not', 'lie']",londoner have covid not lie,"[('londoners', 'n'), ('have', None), ('covid', None), ('not', None), ('lie', 'v')]",  londoner have covid not lie,0.125,0.0,0.0,0,1,0
765,1/8/2021,25666245.0,philchike,"Global heating continued unabated despite Covid lockdowns, with record Arctic wildfires and Atlantic tropical storms  https://t.co/zArzjFEkgK",,London,global heating continued unabated despite covid lockdowns with record arctic wildfires atlantic tropical storms,"['global', 'heating', 'continued', 'unabated', 'despite', 'covid', 'lockdowns', 'with', 'record', 'arctic', 'wildfires', 'atlantic', 'tropical', 'storms']","['global', 'heating', 'continued', 'unabated', 'despite', 'covid', 'lockdown', 'with', 'record', 'arctic', 'wildfire', 'atlantic', 'tropical', 'storm']",global heating continued unabated despite covid lockdown with record arctic wildfire atlantic tropical storm,"[('global', 'a'), ('heating', 'n'), ('continued', 'v'), ('unabated', 'a'), ('despite', None), ('covid', 'a'), ('lockdowns', 'n'), ('with', None), ('record', 'n'), ('arctic', None), ('wildfires', 'v'), ('atlantic', None), ('tropical', 'a'), ('storms', 'n')]",  global heating continue unabated despite covid lockdown with record arctic wildfires atlantic tropical storm,-0.125,0.0,0.0,0,-1,0
775,1/8/2021,1.04e+18,lkilraine,A video is circulating on Facebook of the queues earlier in the day - claims of people waiting for up to 3 hours for a vaccine (note: not my video) #COVIDVaccination #COVID19  https://t.co/pJKY55xrpl,,London,video circulating facebok queues earlier day claims people waiting for hours for vaccine note not video covidvacination covid,"['video', 'circulating', 'facebok', 'queues', 'earlier', 'day', 'claims', 'people', 'waiting', 'for', 'hours', 'for', 'vaccine', 'note', 'not', 'video', 'covidvacination', 'covid']","['video', 'circulating', 'facebok', 'queue', 'earlier', 'day', 'claim', 'people', 'waiting', 'for', 'hour', 'for', 'vaccine', 'note', 'not', 'video', 'covidvacination', 'covid']",video circulating facebok queue earlier day claim people waiting for hour for vaccine note not video covidvacination covid,"[('video', 'n'), ('circulating', 'v'), ('facebok', None), ('queues', 'n'), ('earlier', 'a'), ('day', 'n'), ('claims', 'v'), ('people', 'n'), ('waiting', 'v'), ('for', None), ('hours', 'n'), ('for', None), ('vaccine', 'n'), ('note', 'v'), ('not', None), ('video', 'n'), ('covidvacination', 'n'), ('covid', 'n')]",  video circulate facebok queue early day claim people wait for hour for vaccine note not video covidvacination covid,0.0,0.0,0.1,1,0,0
776,1/8/2021,17041539.0,ilonah,#Covid has multiplied meetings by a factor of 4. Already completed over 30-40 zooms in 2021. Let this be a temporary situation!,,London,covid has multiplied meetings factor already completed over zooms let this temporary situation,"['covid', 'has', 'multiplied', 'meetings', 'factor', 'already', 'completed', 'over', 'zooms', 'let', 'this', 'temporary', 'situation']","['covid', 'ha', 'multiplied', 'meeting', 'factor', 'already', 'completed', 'over', 'zoom', 'let', 'this', 'temporary', 'situation']",covid ha multiplied meeting factor already completed over zoom let this temporary situation,"[('covid', None), ('has', None), ('multiplied', 'v'), ('meetings', 'n'), ('factor', 'n'), ('already', 'r'), ('completed', 'v'), ('over', None), ('zooms', 'n'), ('let', 'v'), ('this', None), ('temporary', 'a'), ('situation', 'n')]",  covid has multiply meeting factor already complete over zoom let this temporary situation,0.5,0.0,0.05,1,1,0
800,1/8/2021,394662979.0,darranpearce,Bromley v Chesterfield is off due to covid,,London,bromley chesterfield off due covid,"['bromley', 'chesterfield', 'off', 'due', 'covid']","['bromley', 'chesterfield', 'off', 'due', 'covid']",bromley chesterfield off due covid,"[('bromley', None), ('chesterfield', 'v'), ('off', None), ('due', 'a'), ('covid', 'n')]",  bromley chesterfield off due covid,0.0,0.0,-0.125,-1,0,0
802,1/8/2021,411774014.0,tosman30,Just got the Vaccine!!!!! #COVID19 #NHSblueheart #CovidVaccine,,London,just got vaccine covid nhsblueheart covidvacine,"['just', 'got', 'vaccine', 'covid', 'nhsblueheart', 'covidvacine']","['just', 'got', 'vaccine', 'covid', 'nhsblueheart', 'covidvacine']",just got vaccine covid nhsblueheart covidvacine,"[('just', 'r'), ('got', 'v'), ('vaccine', 'n'), ('covid', None), ('nhsblueheart', None), ('covidvacine', 'n')]",  just get vaccine covid nhsblueheart covidvacine,0.125,0.0,0.0,0,1,0
804,1/8/2021,94778598.0,jackiescoones,@MRSS11224611 Without reading the paper. I am taking between 500mgs and a gram of Niacinamide a day and I've had Covid since March last year,,London,without reading paper taking between mgs gram niacinamide day have had covid since march last year,"['without', 'reading', 'paper', 'taking', 'between', 'mgs', 'gram', 'niacinamide', 'day', 'have', 'had', 'covid', 'since', 'march', 'last', 'year']","['without', 'reading', 'paper', 'taking', 'between', 'mg', 'gram', 'niacinamide', 'day', 'have', 'had', 'covid', 'since', 'march', 'last', 'year']",without reading paper taking between mg gram niacinamide day have had covid since march last year,"[('without', None), ('reading', 'v'), ('paper', 'n'), ('taking', 'n'), ('between', None), ('mgs', 'n'), ('gram', None), ('niacinamide', 'n'), ('day', 'n'), ('have', None), ('had', 'v'), ('covid', 'a'), ('since', None), ('march', None), ('last', 'a'), ('year', 'n')]",  without read paper taking between mg gram niacinamide day have have covid since march last year,0.0,0.0,0.0,0,0,0
809,1/8/2021,8.38e+17,mpswestbourne,"Your local officers were out and about conducting COVID-19 Reassurance Patrols, Burglary Hotspot and Weapon Sweep in and around W2 and W9 area. Can't believe how cold it is 🥶🥶🥶 wish I wore more layers 😫. * one female taken in to Police Protection.  @MPSWestminster #besafe  https://t.co/pSic2pdBWe",,London,your local officers were out about conducting covid reassurance patrols burglary hotspot weapon sweep around area not believe how cold cold face cold face cold face wish wore more layers tired face one female taken police protection besafe,"['your', 'local', 'officers', 'were', 'out', 'about', 'conducting', 'covid', 'reassurance', 'patrols', 'burglary', 'hotspot', 'weapon', 'sweep', 'around', 'area', 'not', 'believe', 'how', 'cold', 'cold', 'face', 'cold', 'face', 'cold', 'face', 'wish', 'wore', 'more', 'layers', 'tired', 'face', 'one', 'female', 'taken', 'police', 'protection', 'besafe']","['your', 'local', 'officer', 'were', 'out', 'about', 'conducting', 'covid', 'reassurance', 'patrol', 'burglary', 'hotspot', 'weapon', 'sweep', 'around', 'area', 'not', 'believe', 'how', 'cold', 'cold', 'face', 'cold', 'face', 'cold', 'face', 'wish', 'wore', 'more', 'layer', 'tired', 'face', 'one', 'female', 'taken', 'police', 'protection', 'besafe']",your local officer were out about conducting covid reassurance patrol burglary hotspot weapon sweep around area not believe how cold cold face cold face cold face wish wore more layer tired face one female taken police protection besafe,"[('your', None), ('local', 'a'), ('officers', 'n'), ('were', None), ('out', 'r'), ('about', None), ('conducting', 'v'), ('covid', 'a'), ('reassurance', 'n'), ('patrols', 'v'), ('burglary', 'n'), ('hotspot', 'n'), ('weapon', 'n'), ('sweep', 'n'), ('around', None), ('area', 'n'), ('not', None), ('believe', 'v'), ('how', None), ('cold', 'a'), ('cold', 'a'), ('face', 'v'), ('cold', 'a'), ('face', 'n'), ('cold', 'a'), ('face', 'n'), ('wish', 'n'), ('wore', 'v'), ('more', 'a'), ('layers', 'n'), ('tired', 'a'), ('face', 'v'), ('one', None), ('female', 'a'), ('taken', 'v'), ('police', 'n'), ('protection', 'n'), ('besafe', 'n')]",  your local officer were out about conduct covid reassurance patrol burglary hotspot weapon sweep around area not believe how cold cold face cold face cold face wish wear more layer tired face one female take police protection besafe,-3.0,-0.046,-0.2875,-1,-1,0
818,1/8/2021,33192983.0,bexybexxo,1 in 30 people in London are currently infected with Covid. Wtaf 😳,,London,people london are currently infected with covid wtaf flushed face,"['people', 'london', 'are', 'currently', 'infected', 'with', 'covid', 'wtaf', 'flushed', 'face']","['people', 'london', 'are', 'currently', 'infected', 'with', 'covid', 'wtaf', 'flushed', 'face']",people london are currently infected with covid wtaf flushed face,"[('people', 'n'), ('london', None), ('are', None), ('currently', 'r'), ('infected', 'v'), ('with', None), ('covid', 'a'), ('wtaf', 'n'), ('flushed', 'a'), ('face', 'n')]",  people london are currently infect with covid wtaf flushed face,1.0,0.0,0.0,0,1,0
820,1/8/2021,192584367.0,benjihyer,"Meanwhile, @MayorofLondon @SadiqKhan declares a “major incident” in London, as Covid-19 cases spiral “out of control” — the @ONS claims 1 in 30 people in the capital have the virus 🦠  https://t.co/bpYtlsILdq",,London,meanwhile declares major incident london covid cases spiral out control claims people capital have virus microbe,"['meanwhile', 'declares', 'major', 'incident', 'london', 'covid', 'cases', 'spiral', 'out', 'control', 'claims', 'people', 'capital', 'have', 'virus', 'microbe']","['meanwhile', 'declares', 'major', 'incident', 'london', 'covid', 'case', 'spiral', 'out', 'control', 'claim', 'people', 'capital', 'have', 'virus', 'microbe']",meanwhile declares major incident london covid case spiral out control claim people capital have virus microbe,"[('meanwhile', 'r'), ('declares', 'v'), ('major', 'a'), ('incident', 'n'), ('london', None), ('covid', None), ('cases', 'n'), ('spiral', 'v'), ('out', None), ('control', 'n'), ('claims', 'v'), ('people', 'n'), ('capital', 'n'), ('have', 'v'), ('virus', 'n'), ('microbe', 'n')]",  meanwhile declare major incident london covid case spiral out control claim people capital have virus microbe,0.625,0.0,0.0625,1,1,0
850,1/8/2021,8.1e+17,socyearwood,One in 30 Londoners now has #COVID-19.,,London,one londoners now has covid,"['one', 'londoners', 'now', 'has', 'covid']","['one', 'londoner', 'now', 'ha', 'covid']",one londoner now ha covid,"[('one', None), ('londoners', 'n'), ('now', 'r'), ('has', None), ('covid', 'a')]",  one londoner now has covid,0.125,0.0,0.0,0,1,0
853,1/8/2021,8.78e+17,loofah57060,BBC News - Covid-19: 'Major incident' declared by London Mayor Sadiq Khan  https://t.co/nT82gk2haA,,London,news covid major incident declared london mayor sadiq khan,"['news', 'covid', 'major', 'incident', 'declared', 'london', 'mayor', 'sadiq', 'khan']","['news', 'covid', 'major', 'incident', 'declared', 'london', 'mayor', 'sadiq', 'khan']",news covid major incident declared london mayor sadiq khan,"[('news', 'n'), ('covid', 'n'), ('major', 'a'), ('incident', 'n'), ('declared', 'v'), ('london', None), ('mayor', None), ('sadiq', None), ('khan', None)]",  news covid major incident declare london mayor sadiq khan,0.625,0.0,0.0625,1,1,0
856,1/8/2021,1.08e+18,jxpxcxb,1 in 30 Londoners have Covid 😳,,London,londoners have covid flushed face,"['londoners', 'have', 'covid', 'flushed', 'face']","['londoner', 'have', 'covid', 'flushed', 'face']",londoner have covid flushed face,"[('londoners', 'n'), ('have', 'v'), ('covid', 'a'), ('flushed', 'a'), ('face', 'n')]",  londoner have covid flushed face,1.25,0.0,0.0,0,1,0
864,1/8/2021,2265895040.0,rooftopvegplot,Mum just got her COVID jab! Hundreds of elderly people at Lords Cricket Ground.  In fact the Tavern!  https://t.co/w60ueUWvI9,,London,mum just got her covid jab hundreds elderly people lords cricket ground fact tavern,"['mum', 'just', 'got', 'her', 'covid', 'jab', 'hundreds', 'elderly', 'people', 'lords', 'cricket', 'ground', 'fact', 'tavern']","['mum', 'just', 'got', 'her', 'covid', 'jab', 'hundred', 'elderly', 'people', 'lord', 'cricket', 'ground', 'fact', 'tavern']",mum just got her covid jab hundred elderly people lord cricket ground fact tavern,"[('mum', 'n'), ('just', 'r'), ('got', 'v'), ('her', None), ('covid', 'a'), ('jab', 'n'), ('hundreds', 'v'), ('elderly', 'a'), ('people', 'n'), ('lords', 'v'), ('cricket', None), ('ground', 'n'), ('fact', 'n'), ('tavern', 'n')]",  mum just get her covid jab hundreds elderly people lord cricket ground fact tavern,0.875,0.0,0.0,0,1,0
869,1/8/2021,2402139912.0,tomkiedrowski,@henrymance Even if they ate one of high sources of Covid infection at over 18% of new cases,,London,even they ate one high sources covid infection over new cases,"['even', 'they', 'ate', 'one', 'high', 'sources', 'covid', 'infection', 'over', 'new', 'cases']","['even', 'they', 'ate', 'one', 'high', 'source', 'covid', 'infection', 'over', 'new', 'case']",even they ate one high source covid infection over new case,"[('even', 'r'), ('they', None), ('ate', 'v'), ('one', None), ('high', 'a'), ('sources', 'n'), ('covid', 'a'), ('infection', 'n'), ('over', None), ('new', 'a'), ('cases', 'n')]",  even they eat one high source covid infection over new case,0.375,0.0,0.148181818,1,1,0
874,1/8/2021,1.23e+18,cshelemay,@goodridgeAFC87 @AFCGuvnor I think they will in the summer. We'll know a lot more about what is happening with Covid.,,London,think they wil summer know lot more about what happening with covid,"['think', 'they', 'wil', 'summer', 'know', 'lot', 'more', 'about', 'what', 'happening', 'with', 'covid']","['think', 'they', 'wil', 'summer', 'know', 'lot', 'more', 'about', 'what', 'happening', 'with', 'covid']",think they wil summer know lot more about what happening with covid,"[('think', 'v'), ('they', None), ('wil', None), ('summer', 'n'), ('know', 'v'), ('lot', 'n'), ('more', 'a'), ('about', None), ('what', None), ('happening', 'v'), ('with', None), ('covid', 'n')]",  think they wil summer know lot more about what happen with covid,0.0,0.0,0.5,1,0,0
